reviewId,userName,review,rating,thumbsUpCount,reviewCreatedVersion,tanggal,replyContent,repliedAt,appVersion,source_app,app_id,clean_review,word_count_raw,word_count_clean,dominant_topic,topic_probability
a1a8a53a-54df-4276-a80b-5b42c0d6e6af,Saefi Muhammad,"saya beri bintang 5 bukan karena aplikasi nya bagus TPI biar komen saya di atas teruntuk aplikasi ini menurut saya ga work it bikin kesal sendiri mana di puskesmas suruh daftar pake aplikasi ini giliran login susah nya linta ampun anehhh, kode otp ga muncul muncul padahal sinyal bangun Kouta Masi banyak bekali kali ga muncul, lama lama bikin stresss udah di ganti nomor pun tetep sama kwonnntollll",5,0,,2026-05-28 18:14:56,,,,Mobile JKN,app.bpjs.mobile,bintang tpi biar komen untuk work kesal puskesmas suruh daftar gilir login susah linta ampun anehhh kode otp muncul muncul sinyal bangun kouta mas bekal muncul stresss ganti nomor tetep kwonnntollll,68,31,3,0.7423601460207083
13b882f1-b9ca-4546-8aeb-96e7a101c475,Da Niel,sangat bagus saya pake aplikasi ini karna mengubah faskesskes sangat cepat,5,0,4.17.0,2026-05-28 18:12:02,,,4.17.0,Mobile JKN,app.bpjs.mobile,karna ubah faskesskes cepat,11,4,4,0.8105274732307366
7f6b7990-1323-46f6-b23f-2bab47dbbc02,Ninda Hastian,Jooosssss...mantabs,5,0,4.17.0,2026-05-28 18:02:45,,,4.17.0,Mobile JKN,app.bpjs.mobile,jooosssss mantabs,1,2,1,0.25
60221863-3734-4817-8235-9e208e7f0abc,Mona Lisa,pelayanan cepat dan baik,5,0,4.16.1,2026-05-28 17:55:03,,,4.16.1,Mobile JKN,app.bpjs.mobile,layan cepat,4,2,4,0.7499968327687794
b78a19e0-29e5-4bfa-882b-b271988c38ce,Erik rk2,saya dari tadi nunggu no kode ngak juga di kirim2 kan,1,0,4.17.0,2026-05-28 17:52:43,,,4.17.0,Mobile JKN,app.bpjs.mobile,nunggu kode ngak kirim,11,4,3,0.8499938219480735
d37a6d68-00da-4ab1-bf51-d2d6cddb2ad6,adeeva rizky,"Server tidak terhubung, pasien mati bukan karna sakit tp karena dibuat ribet sama pihak kesehatan",1,0,4.17.0,2026-05-28 17:32:45,,,4.17.0,Mobile JKN,app.bpjs.mobile,server hubung pasien mati karna sakit ribet sehat,15,8,2,0.6256700346992169
931de60a-4ad0-43b4-9c28-2a5d7132f48d,Reza Pahlepi,"keluar sendiri terus, kalo gabisa bikin aplikasi bikin website aja mempersulit banget mana size-nya besar lagi untuk ukuran aplikasi pemerintah",1,0,4.17.0,2026-05-28 16:55:34,,,4.17.0,Mobile JKN,app.bpjs.mobile,kalo gabisa website sulit size ukur perintah,20,7,1,0.4866463557881117
03438dc3-74d1-44e1-addd-802fd662e3f2,Nini Ramadhani,"kode OTP gak mau masuk, padahal kartu aktif, jaringan bagus, sialann emang, mana ke mana mana harus pake ini apk, mau ke rs, puskesmas harus daftar dulu, kenapa gak pake email aja sih yaallah, semoga yang mempersulit hidup orang hidupnya juga dipersuliiiitttt😡",1,0,,2026-05-28 16:39:59,,,,Mobile JKN,app.bpjs.mobile,kode otp masuk kartu aktif jaring sialann emang puskesmas daftar email yaallah moga sulit hidup hidup dipersuliiiitttt,42,17,3,0.5561951619776798
2affb4d8-793d-40f5-9421-dd7bc077ac53,ANDRI,the best,5,0,4.16.1,2026-05-28 15:59:59,,,4.16.1,Mobile JKN,app.bpjs.mobile,the best,2,2,1,0.25
78af5325-3f66-4767-a835-ee5806e56a92,Dwi Ismawati,"idup udah sulit di bikin tambah sulit cuma mau bikin akun tinggal masukin nomor aja susah gangguan tiap hari di coba juga sama aja, menyusahkan!!!",5,0,,2026-05-28 15:53:02,,,,Mobile JKN,app.bpjs.mobile,idup sulit sulit akun tinggal masukin nomor susah ganggu susah,25,10,3,0.9207632745754979
e35b8ca1-6a35-47ab-a529-ec5277b46bc6,JAENAL ABIDIN,jos poko nya,5,0,4.16.1,2026-05-28 15:27:19,,,4.16.1,Mobile JKN,app.bpjs.mobile,jos poko,3,2,1,0.25
2c942d76-2180-462e-8a51-982b45fef76b,Soepry Yono,ok.bagus jd gampang pindah faskes ga prlu repot2 ke kntornya,5,0,4.17.0,2026-05-28 15:19:28,,,4.17.0,Mobile JKN,app.bpjs.mobile,gampang pindah faskes prlu repot kntornya,10,6,4,0.8079959331309893
7b34aecf-8de0-459d-aea9-3f6e26637aeb,Zidane Fernanda,"eror gabisa batalin antrean padahal dari pihak rs sudah di batalkan di aplikasi eror, sekarang malah gabisa ambil antrean dokter",1,0,4.16.1,2026-05-28 15:13:22,,,4.16.1,Mobile JKN,app.bpjs.mobile,eror gabisa batalin antre batal eror gabisa ambil antre dokter,20,10,1,0.5215749473263328
bcbb4c30-d2db-4272-a2ad-b7b6e06d6da0,afri bali,sangat cepat dan praktis,5,0,4.16.1,2026-05-28 15:06:18,,,4.16.1,Mobile JKN,app.bpjs.mobile,cepat praktis,4,2,4,0.6249944796204815
ddeca04b-7e05-442a-bcb0-776b3fe8332a,Liza Noviyanti,Banyak banget keluhan yang saya lihat pada komentar. Ternyata bukan hanya saya saja yang kesulitan saat hendak sekedar masuk ke akun saya. Sengajakah?! tolong jangan mempersulit orang-orang sakit.,5,0,,2026-05-28 15:03:45,,,,Mobile JKN,app.bpjs.mobile,keluh lihat komentar sulit dar masuk akun sengaja sulit sakit,28,10,3,0.6331111420716373
b7d31043-1381-41a9-b07e-0545ed8f3b21,Shaquille Noor Fatih hidayat,"susah bgt mau masukin otp aja gagaL terus , toLong perbaiki lg sistemnya jgn dipersuLit",3,0,4.17.0,2026-05-28 14:45:44,,,4.17.0,Mobile JKN,app.bpjs.mobile,susah masukin otp gagal baik sistem jgn sulit,15,8,3,0.9011544716932809
95271bfd-af22-405d-bc6f-152b6b773b3f,Ita Itu,"mau daftar susah banget,, selalu gagal gagal gagal menambah keribetan kehidupan,,dan untuk isi tanggal lahir juga ribet kerna geser geser enak langsung tulis aja,,aplikasinya memudahkan❎aplikasi bikin emosi✅",1,0,4.17.0,2026-05-28 14:31:20,,,4.17.0,Mobile JKN,app.bpjs.mobile,daftar susah gagal gagal gagal tambah keribetan hidup isi tanggal lahir ribet kerna geser geser enak langsung tulis aplikasi mudah emosi,27,21,2,0.3793099256570804
fd38059a-33aa-4b96-9192-77fd23fa710e,Yana Saidah79,sangat membantu untuk kemudahan pelayanan kesehatan,5,0,,2026-05-28 13:31:27,,,,Mobile JKN,app.bpjs.mobile,bantu mudah layan sehat,6,4,4,0.873840063506592
22199628-1e29-415d-a7d9-4489a8c72291,Fadhila Ocha,"kenapa verifikasi pakai no.tlp susah sekali , harus pake sms , kenapa tidak pake wa saja .. sangat di persulit.",1,0,4.17.0,2026-05-28 13:28:06,,,4.17.0,Mobile JKN,app.bpjs.mobile,verifikasi tlp susah sms sulit,20,5,3,0.8448101166066168
5146b549-aca4-4d71-9240-68095db09ee1,Ilham Udin,buat akun nunggu verifikasi kode gagal terus coba gagal lagi terus aja di ulang,1,0,4.17.0,2026-05-28 13:26:33,,,4.17.0,Mobile JKN,app.bpjs.mobile,akun nunggu verifikasi kode gagal gagal ulang,14,7,3,0.9015144995325864
7644dca6-3ad0-4fb3-93b4-8d254a9668fb,Ririn Tri Hastutik,Benar² sangat membantu dengan adanya aplikasi ini. memudahkan dalam pendaftaran online dan gak bikin ribet. Semoga kedepannya lebih baik lagi,5,0,4.17.0,2026-05-28 13:25:46,"Hi... Terima kasih atas review dan rating yang diberikan. Kami akan terus melakukan perbaikan dan penyempurnaan aplikasi Mobile JKN untuk memberikan kemudahan bagi peserta dan calon peserta JKN. Jika ada kendala, Anda dapat menghubungi Care Center BPJS Kesehatan melalui nomor 165 (24 jam). Semoga Sehat Selalu. Dengan Gotong Royong Semua Tertolong.",2023-04-18 13:12:13,4.17.0,Mobile JKN,app.bpjs.mobile,bantu mudah daftar online ribet moga depan,20,7,4,0.9236818094056096
91e2be66-7bff-4e2c-ad7b-88fc6eaa4b93,Renaldi Sasiritang,mendapatkan akses yang mudah.terbaik Mobile JKN👍🏼👍🏼,5,0,4.16.1,2026-05-28 13:15:48,,,4.16.1,Mobile JKN,app.bpjs.mobile,akses mudah baik,6,3,4,0.8096551177499397
c7fbeaf6-97d5-4482-9762-0d05c1b7f4b3,Guntur Ardani,"come on guys, ini aplikasi masa iya harus ada minimal pulsa buat Nerima kode SMS, padahal aplikasi lain bisa free Lo. dh lah capek, toh jg review ini ga dibaca",1,0,4.16.1,2026-05-28 12:59:43,,,4.16.1,Mobile JKN,app.bpjs.mobile,come guys iya minimal pulsa nerima kode sms free capek review baca,30,12,3,0.8451024906987095
989ea246-c25e-4232-9482-45a1dd90b53d,Zathsyah Zukhruff,"aplikasi jelek, udah masukin nomor tinggal nunggu kode OTP aja ga masuk masuk pesannya",1,0,4.17.0,2026-05-28 12:27:56,,,4.17.0,Mobile JKN,app.bpjs.mobile,masukin nomor tinggal nunggu kode otp masuk masuk pesan,14,9,3,0.9420017315181449
e2a7abab-14e3-416a-81a9-295ae965ec5e,Annisa Aulia,"kode SMS nya gak masuk masuk, saya sangat kesal sekali menunggu nya, dan mencoba berkali-kali tetap saja seperti itu. tolong aplikasi nya di perbaiki lagi",1,0,4.16.1,2026-05-28 11:51:01,,,4.16.1,Mobile JKN,app.bpjs.mobile,kode sms masuk masuk kesal tunggu coba kali baik,25,9,3,0.9311126588917171
85ac8269-5588-4cf9-9ae0-7cd06e4f19b7,Ridho Ridho,"dihapus aja apl nya,nggak berfungsi",1,0,4.17.0,2026-05-28 11:37:53,,,4.17.0,Mobile JKN,app.bpjs.mobile,hapus apl fungsi,5,3,1,0.6237708200568525
7ca63158-6967-4ce4-a416-117ddfad055c,Abidin,"susah login, padahal kuota ada, pulsa ada, pulsa kepotong tapi otp Tdk dikirim, dicoba beberapa kali pakai akses email jg terus gagal login. bikin susah aja",1,0,4.17.0,2026-05-28 11:33:15,,,4.17.0,Mobile JKN,app.bpjs.mobile,susah login kuota pulsa pulsa potong otp kirim coba akses email gagal login susah,26,14,3,0.5089407033610372
c4f0a03c-0c4d-4264-b18c-7a9b1d1f7e43,Arya Firmansyah,sering bgt ke logout yang bikin ribet. perbaiki!,2,0,4.16.1,2026-05-28 11:07:01,,,4.16.1,Mobile JKN,app.bpjs.mobile,logout ribet baik,8,3,2,0.8015361755314375
d0876478-85b2-44e0-b1d2-9bd2c2115226,Achmad Rifai,saya suka gk ribet,3,0,4.16.1,2026-05-28 10:53:43,,,4.16.1,Mobile JKN,app.bpjs.mobile,suka ribet,4,2,2,0.742233194788014
c4ee7bed-6f3f-4765-b52d-6b137d14ad28,Anisa Alvarizky,"Alhamdulillah instal mobile JKN berhasil hanya beberapa menit saja, lihat banyak komentar yg gagal verifikasi agak takut juga ya, tapi alhamdulillah saya lngsng berhasil. Saran ya untuk yg belum berhasil coba cek pulsa dan jaringan kalian lancar atau tidak. Karena tadi saya sempat gagal tapi pas isi pulsa tambahan langsung dapat kode OTP nya. note: maaf sy ralat ya komentar sy. Aplikasi ini semakin hari semakin menyulitkan. Minta update giliran di hapus install ulang cuma menghabiskan data sj",1,0,4.12.0,2026-05-28 10:52:40,"Hi... Terima kasih atas review dan rating yang diberikan. Kami akan terus melakukan perbaikan dan penyempurnaan aplikasi Mobile JKN untuk memberikan kemudahan bagi peserta dan calon peserta JKN. Jika ada kendala, Anda dapat menghubungi Care Center BPJS Kesehatan melalui nomor 165 (24 jam). Terima kasih.",2025-05-09 12:04:49,4.12.0,Mobile JKN,app.bpjs.mobile,alhamdulillah instal hasil menit lihat komentar gagal verifikasi takut alhamdulillah lngsng hasil saran hasil cek pulsa jaring lancar gagal pas isi pulsa tambah langsung kode otp note maaf ralat komentar sulit update gilir hapus install ulang habis data,78,38,1,0.33850971658085494
4b39306c-3b9a-48c1-a986-b6d9d6a19e52,Azza Ozil,aplikasi sering error log out sendiri.,1,0,4.16.1,2026-05-28 10:42:59,,,4.16.1,Mobile JKN,app.bpjs.mobile,error log out,6,3,1,0.6504581671025629
a4414b41-3925-470b-9bb0-578589be6e28,taufik hidayat,sangat membantu,5,0,4.16.1,2026-05-28 10:40:41,,,4.16.1,Mobile JKN,app.bpjs.mobile,bantu,2,1,2,0.6194873619609419
97bd92ad-d13f-49c3-a102-badc3feb8a0a,Fotfot,"susah bener buat registrasi. otp yg pake no hp, selalu kgk muncul2",1,0,,2026-05-28 10:31:55,,,,Mobile JKN,app.bpjs.mobile,susah bener registrasi otp kgk muncul,12,6,3,0.6176404098719113
8fae51d9-2d3c-4897-b7b9-298f6b3177c2,Egi Abili,perbaiki dong ini sistem otp nya masa kirim otp aja sesulit itu,1,0,,2026-05-28 10:30:32,,,,Mobile JKN,app.bpjs.mobile,baik sistem otp kirim otp sulit,12,6,3,0.9037766968785061
14d2a56a-e0fb-4cf1-9053-301af55a47b7,Eka Galaksi,"apk pemerintah emang gada niat bikin nya. bikin susah warga doang. udah mau verifikasi tapi SMS otp nya ga masuk"".. giliran ke RS harus Registrasi beginian. halahhhh",1,0,,2026-05-28 10:13:17,,,,Mobile JKN,app.bpjs.mobile,perintah emang gada niat susah warga doang verifikasi sms otp masuk gilir registrasi halahhhh,27,14,3,0.9402936110219536
76c74d80-97f6-49b7-ad3d-1d10891aad62,Muhammad Junior,BINTANG LIMA BIAR LO TAU APLIKASI nyusahin KAYAK PEMERINTAH MAU BGT NGOMONG KASAR ORG KEPEPET SAKIT APLIKASINYA SOK CANGGIH MALAH SULITIN ORG,5,0,4.17.0,2026-05-28 10:11:34,,,4.17.0,Mobile JKN,app.bpjs.mobile,bintang biar tau nyusahin kayak perintah ngomong kasar org pepet sakit aplikasi sok canggih sulitin org,22,16,2,0.7400270675695023
d5ba09b8-6cde-4340-8283-7b8c96b19353,JamiL Andro,"Cukup membantu,semoga faskesnya juga bagus",5,0,,2026-05-28 10:06:00,,,,Mobile JKN,app.bpjs.mobile,bantu moga faskesnya,5,3,4,0.7417034331654463
042dc033-b93d-46a2-9e13-a936fe6754d9,marda. dheysie,kenapa sekarang ngak bisa lihat no antrian sehabis kita daftar,4,0,4.17.0,2026-05-28 09:56:31,,,4.17.0,Mobile JKN,app.bpjs.mobile,ngak lihat antri habis daftar,10,5,4,0.5205546819890161
14bd6afc-b078-4b6d-92b6-3ac015f36fdd,Novia Indiana,sangat terbantu,5,0,4.17.0,2026-05-28 09:41:46,,,4.17.0,Mobile JKN,app.bpjs.mobile,bantu,2,1,2,0.6194873619609419
2750808f-e13e-4b30-8f8e-ec5297f35cde,Jejepaozi paozi,"sangat membantu,dan mempercepat kerjaan.",5,0,4.16.1,2026-05-28 09:39:13,,,4.16.1,Mobile JKN,app.bpjs.mobile,bantu cepat kerja,4,3,2,0.49879233824323577
e34cff25-04ba-4f9f-833d-c8f71637e09e,Diyah Dariah,sangat membantu saya dan keluarga saya,5,0,4.17.0,2026-05-28 09:37:43,,,4.17.0,Mobile JKN,app.bpjs.mobile,bantu keluarga,6,2,2,0.6194873619609419
6560e682-b3ff-4eee-8fe3-69798e293729,Acep Solehudin,kode verifikasi ga muncul,1,0,4.17.0,2026-05-28 09:14:22,,,4.17.0,Mobile JKN,app.bpjs.mobile,kode verifikasi muncul,4,3,3,0.8497987342735049
6358dd59-8998-4317-bab0-90e24eacbaa4,Mouli Maharani Putri,"JKN kenapa nomor antrean saya di batalkan padahal saya mau kontrol hari ini. Ngelapor ke apk JKN gak ada respon, ngelapor ke WA Pandawa juga gak ada respon",1,0,4.17.0,2026-05-28 09:08:21,,,4.17.0,Mobile JKN,app.bpjs.mobile,nomor antre batal kontrol ngelapor respon ngelapor pandawa respon,28,9,2,0.7068598984518834
c3c60d9f-1269-449e-a673-056a1c98ebe2,dodik triatmoko,bermanfaat,5,0,4.17.0,2026-05-28 08:46:58,,,4.17.0,Mobile JKN,app.bpjs.mobile,manfaat,1,1,1,0.6249850356804943
8cd42f7d-0041-48e2-bfdf-da3d9cf803ca,Maulana Abil,"Mau masuk padahal sudah sesuai data, tapi pada saat masukin captcha yg ga jelas jadi ke blokir. harap di perbaiki, ga semua orang paham IT",1,0,4.17.0,2026-05-28 08:36:22,,,4.17.0,Mobile JKN,app.bpjs.mobile,masuk sesuai data masukin captcha blokir harap baik paham,25,9,2,0.5137240249033024
0c7b723f-d30d-49db-9cdb-fabb69a4e78d,DIAPARI 2020,goood aplikss,5,0,4.17.0,2026-05-28 08:34:21,,,4.17.0,Mobile JKN,app.bpjs.mobile,goood aplikss,2,2,1,0.25
d1c40c43-9459-437f-8d57-c99265383686,gens Reza,"aplikasi selalu keluar dan login lagi,nanti harus update instal lagi,. jika di butuhkan jdi terkendala",3,0,4.15.0,2026-05-28 08:26:49,,,4.15.0,Mobile JKN,app.bpjs.mobile,login update instal butuh jdi kendala,15,6,1,0.45049323294292265
e2b7d08d-1144-4553-8710-6c442959fc11,Agis Tahu Campur,aplikasi paling mempersulit diri,1,0,4.17.0,2026-05-28 08:21:35,,,4.17.0,Mobile JKN,app.bpjs.mobile,sulit,4,1,4,0.6190693874926962
a74c52b2-589d-43b4-bba6-f2653b7d635b,Leha Putri,bagus cpet tanggap,5,0,4.17.0,2026-05-28 07:42:10,,,4.17.0,Mobile JKN,app.bpjs.mobile,cpet tanggap,3,2,1,0.25
41ade89a-b814-419e-8644-4b126bfc6f65,Aditya Indra Pradana,Alhamdulillah setelah diprotes sekarang sudah bisa screenshot lagi. terimakasih banyak tim admin dan tim IT BPJS!!! sukses selalu!!,5,2,4.17.0,2026-05-28 07:29:29,"Mohon maaf atas ketidaknyamanannya. Update terbaru bertujuan untuk memberikan keamanan dan kenyamanan Peserta. Jika terjadi kendala, Anda dapat menyampaikan laporan melalui email ke carecenter@bpjs-kesehatan.go.id. Terima kasih.",2026-01-08 16:21:21,4.17.0,Mobile JKN,app.bpjs.mobile,alhamdulillah protes screenshot tim tim sukses,18,6,1,0.6249732260150369
49065fb8-e229-4b03-a719-6a48bf24782f,Suryanie Besowo,"pelayanan baik,",5,0,4.14.0,2026-05-28 06:39:13,,,4.14.0,Mobile JKN,app.bpjs.mobile,layan,2,1,4,0.6249949825247647
2fcb8272-8bf2-4b3c-be2e-93d583832651,Wahyu Sari,mudah digunakan,5,0,4.16.1,2026-05-28 06:30:17,,,4.16.1,Mobile JKN,app.bpjs.mobile,mudah,2,1,4,0.6249984634845721
69172e60-2de8-4c6e-b7f9-4f4975141a23,Norah Ahmad,kasih bintag bayak biar bisa kebaca dan bisa ke apdet,5,0,4.13.1,2026-05-28 06:29:08,,,4.13.1,Mobile JKN,app.bpjs.mobile,bintag bayak biar baca apdet,10,5,2,0.7466742107611394
4fcb3172-584c-4967-9a7a-fa8d1cb23532,Mendot 123,apaan ini 2x kirim otp ga dikirim²,1,0,4.16.1,2026-05-28 06:20:47,,,4.16.1,Mobile JKN,app.bpjs.mobile,kirim otp kirim,7,3,3,0.849994730689875
2649302f-e0b2-49bf-b640-a6f62fff2fdb,Paskalia Alfinta,"gagal masuk terus padahal udah ganti kata sandi, tolong dong sistem diperbaiki masa harus nunggu² terus",1,0,4.16.1,2026-05-28 06:01:23,,,4.16.1,Mobile JKN,app.bpjs.mobile,gagal masuk ganti sandi sistem baik nunggu,16,7,3,0.7021607545194266
dc72266d-ccc6-4e09-85b3-b246580ada08,suparno purwosudarmo,instal 210126 - 260115 .. 190326 .. 280526 (4×) pembaharuan,5,0,4.16.1,2026-05-28 05:50:57,,,4.16.1,Mobile JKN,app.bpjs.mobile,instal baharu,10,2,1,0.25
09291d19-dae3-4460-ae27-957292bbc7d3,Azka Pratama,"suka ke logout sendiri, login juga susah",1,0,,2026-05-28 05:05:58,,,,Mobile JKN,app.bpjs.mobile,suka logout login susah,7,4,1,0.5416428686695592
557cf2ab-d002-4cd8-82c2-6dce9860fac3,Affan Aisy,sgt membantu,5,0,4.16.1,2026-05-28 04:46:21,,,4.16.1,Mobile JKN,app.bpjs.mobile,sgt bantu,2,2,2,0.6194873619609419
17fe4671-1ef9-477f-bd93-6666641a72d9,Rafa Pratama,"suka ke logout otomatis,pas di login gagal terus 😭",1,0,4.17.0,2026-05-28 04:28:03,,,4.17.0,Mobile JKN,app.bpjs.mobile,suka logout otomatis pas login gagal,9,6,2,0.6774202874668569
14ea8aa1-7237-4a64-86a1-8a61696cbc35,Oktafiani Arnelly,sulit untuk masuk lagi,1,0,4.17.0,2026-05-28 01:57:37,,,4.17.0,Mobile JKN,app.bpjs.mobile,sulit masuk,4,2,3,0.7377305488872643
a2bcfd3e-38e8-48ea-806e-f0a5e4a5516f,Jovan Sasa,"ini aplikasi resmi tidak ya, saya minta kode verifikasi akun kok ke nomor lain?",1,0,,2026-05-28 01:52:23,,,,Mobile JKN,app.bpjs.mobile,resmi kode verifikasi akun nomor,14,5,3,0.8731278887261341
cecd08f6-2f5f-4e67-b42f-b6e6fe17465c,Kimwan santoso,di kasih bintang 1 saja sudah termasuk bagus. karena aplikasi jelek bikin semua orang susah. mau masuk akun susah banget... alasan NIK /sandi salah. sebenar semuanya benar... tolong di perbaiki,1,0,,2026-05-27 23:59:33,,,,Mobile JKN,app.bpjs.mobile,bintang susah masuk akun susah alas nik sandi salah benar baik,30,11,1,0.936253120124414
a5edf436-5742-481c-96bd-9e9f5413e9e6,Onlina Shop,"Mau daftar antrean dokter harus isi screening dulu. Sudah isi lengkap tdk bisa disimpan. Balik ke daftar antrean dokter harus isi screening, begitu seterusnya.",2,0,,2026-05-27 23:56:43,,,,Mobile JKN,app.bpjs.mobile,daftar antre dokter isi screening isi lengkap simpan daftar antre dokter isi screening,24,13,4,0.924108182612136
